emp_no,first_name,last_name,from_date,salary,title,to_date
13408,Sreekrishna,Lagarias,1995-07-25,52479,Senior Engineer,9999-01-01
13415,Nathalie,Speer,1991-04-25,61838,Technique Leader,9999-01-01
13422,Vishwani,Gerlach,1988-01-17,59466,Senior Engineer,9999-01-01
13442,Giordano,Miake,1987-06-16,40000,Senior Staff,9999-01-01
13443,Mayuko,Puppo,1990-12-26,40000,Senior Engineer,9999-01-01
13445,Renee,Dehkordi,1996-11-29,53194,Engineer,9999-01-01
13451,Gretta,Weiland,1986-08-23,40000,Senior Staff,9999-01-01
13457,Shooichi,Parfitt,1986-01-18,40812,Senior Engineer,9999-01-01
13458,Feipei,Nivat,1989-03-02,41375,Senior Engineer,9999-01-01
13463,Theron,Berstel,1988-01-26,40000,Senior Engineer,9999-01-01
13465,Sasan,Rehfuss,1999-03-12,49821,Engineer,9999-01-01
13493,Uinam,Jullig,1987-09-07,40000,Senior Engineer,9999-01-01
13504,Parto,Mandell,1986-12-21,41895,Engineer,9999-01-01
13524,Chaoyi,Porotnikoff,1995-10-28,52849,Senior Staff,9999-01-01
13535,Arunas,Schlenzig,1986-05-19,40000,Senior Engineer,9999-01-01
13546,Aimee,Brookner,1988-10-26,50295,Senior Engineer,9999-01-01
13549,Matk,Koprowski,1997-06-18,40000,Technique Leader,9999-01-01
13552,Ingmar,Capobianchi,1985-03-23,73346,Senior Staff,9999-01-01
13576,Jungsoon,Engberts,1992-08-29,73022,Senior Staff,9999-01-01
13605,Dmitry,Encarnacion,1985-09-29,70404,Senior Staff,9999-01-01
13621,Fei,Haddadi,1987-02-09,73192,Engineer,9999-01-01
13624,Zhigen,Yurek,1987-05-12,40000,Senior Staff,9999-01-01
13629,Dzung,Trelles,1987-01-03,40000,Senior Engineer,9999-01-01
13648,Zejun,Lamba,1985-11-16,47723,Technique Leader,9999-01-01
13653,Kristen,Iivonen,1991-01-17,53242,Senior Staff,9999-01-01
13670,Moti,Takanami,1988-06-30,40000,Senior Engineer,9999-01-01
13680,Denny,Speer,1996-02-05,46968,Staff,9999-01-01
13685,Weicheng,Hockney,1991-11-29,48322,Senior Engineer,9999-01-01
13697,Shuichi,Weedon,1985-06-20,40000,Technique Leader,9999-01-01
13704,Vishu,Kumaresan,1987-10-01,40000,Senior Engineer,9999-01-01
13721,Sugwoo,Delgrossi,1995-09-21,64754,Senior Staff,9999-01-01
13727,Vitali,Merey,1999-10-07,50798,Staff,9999-01-01
13738,Bangqing,Mitchem,1998-06-30,48349,Engineer,9999-01-01
13766,Tremaine,Heemskerk,1986-08-18,43748,Senior Staff,9999-01-01
13769,Yakichi,Trogemann,1988-10-18,61025,Senior Staff,9999-01-01
13775,Arve,Maierhofer,1987-10-21,70161,Senior Staff,9999-01-01
13786,Takushi,Berendt,1989-05-19,74494,Senior Staff,9999-01-01
13787,Xiaobin,Sinicrope,1990-10-30,40000,Senior Engineer,9999-01-01
13792,Valery,Sury,1985-07-27,59127,Senior Staff,9999-01-01
13796,Paloma,Thorelli,1996-01-01,50962,Engineer,9999-01-01
13809,Kiyotoshi,Basagni,1986-01-12,43735,Senior Staff,9999-01-01
13815,Guadalupe,Plotkin,1985-09-09,40000,Senior Engineer,9999-01-01
13825,Arlette,Pell,1986-08-02,54704,Technique Leader,9999-01-01
13841,Christophe,Spinelli,1992-02-01,52277,Technique Leader,9999-01-01
13842,Juichirou,Cichocki,1991-04-21,40000,Senior Staff,9999-01-01
13846,Guiseppe,Welham,1985-03-20,61097,Senior Staff,9999-01-01
13853,Mingsen,Roohalamini,1991-03-25,61615,Senior Staff,9999-01-01
13859,Anoosh,Fujisawa,1987-08-23,40000,Senior Engineer,9999-01-01
13884,Kensei,Swift,1998-12-21,44785,Engineer,9999-01-01
13894,Ult,Schonegge,1987-11-28,48958,Engineer,9999-01-01
13904,Youngkon,Cairo,1987-09-03,73885,Senior Engineer,9999-01-01
13934,Shiv,Bratsberg,1990-04-05,46507,Senior Engineer,9999-01-01
13942,Elzbieta,Esteva,1997-10-13,40000,Technique Leader,9999-01-01
13951,Mooi,Genther,1985-12-28,82054,Senior Staff,9999-01-01
13960,Nechama,Hettesheimer,1996-04-06,43204,Senior Staff,9999-01-01
13962,Maris,Ghelli,1994-10-26,67965,Senior Engineer,9999-01-01
13966,Boguslaw,Cooman,1990-12-26,40000,Senior Staff,9999-01-01
13969,Jianwen,Chandrasekhar,1985-05-29,60392,Technique Leader,9999-01-01
13990,Deborah,Schapiro,1988-06-10,52723,Engineer,9999-01-01
13992,Ulises,Kenevan,1988-07-27,81318,Senior Staff,9999-01-01
13999,Florian,Crouzet,1995-02-25,40000,Senior Staff,9999-01-01
14005,Vojin,Stellhorn,1985-05-10,40000,Technique Leader,9999-01-01
14015,Manibrata,Picaronny,1997-08-15,63084,Senior Engineer,9999-01-01
14034,Aloys,Seghrouchni,1985-08-26,69700,Senior Staff,9999-01-01
14041,Shan,DeMori,1987-12-22,63235,Senior Staff,9999-01-01
14067,Godehard,Trachtenberg,1994-02-14,44669,Senior Engineer,9999-01-01
14088,Mori,Leslie,1987-11-10,44821,Senior Staff,9999-01-01
14107,Xiahua,Rindone,1991-12-15,82396,Senior Staff,9999-01-01
14111,Leszek,Cummings,1992-09-25,52696,Senior Staff,9999-01-01
14118,Kasturi,Anido,1985-04-06,46248,Senior Staff,9999-01-01
14167,Adas,Hertweck,1985-12-01,40000,Senior Engineer,9999-01-01
14191,Jiann,Luby,1987-01-16,40155,Senior Engineer,9999-01-01
14209,Masanao,Kusakabe,1988-04-06,40000,Senior Staff,9999-01-01
14220,Tomofumi,Pargas,1987-12-02,68017,Senior Engineer,9999-01-01
14232,Masali,Bojadziev,1994-09-10,50568,Senior Engineer,9999-01-01
14236,Xuedong,Angiulli,1988-11-07,40000,Senior Staff,9999-01-01
14237,Abdulla,Gerlach,1986-06-13,57219,Senior Engineer,9999-01-01
14242,Sudhanshu,Benaini,1985-06-27,40000,Senior Staff,9999-01-01
14257,Kwok,Massonet,1998-02-04,40000,Staff,9999-01-01
14290,Miyeon,Olivero,1992-03-29,78736,Senior Engineer,9999-01-01
14292,Susanna,Vigier,1988-02-19,41846,Senior Staff,9999-01-01
14298,Chriss,Granlund,1996-01-07,40000,Senior Engineer,9999-01-01
14310,Marlo,Leuchs,1987-02-23,40000,Senior Staff,9999-01-01
14320,Sreenivas,Schaar,1986-06-30,40000,Senior Engineer,9999-01-01
14322,Shem,Kakkad,1999-11-19,50363,Engineer,9999-01-01
14323,Golgen,Leslie,1997-08-05,40000,Staff,9999-01-01
14340,Vitaly,Wixon,1986-12-19,42858,Senior Engineer,9999-01-01
14344,Otilia,Buescher,1988-12-16,41979,Technique Leader,9999-01-01
14354,Mong,Bojadziev,1985-08-28,40000,Senior Staff,9999-01-01
14360,Janche,Erbe,1997-08-01,43476,Senior Staff,9999-01-01
14372,Saniya,Srimani,1999-12-26,57667,Engineer,9999-01-01
14384,Tomofumi,Holburn,1988-02-13,58260,Technique Leader,9999-01-01
14422,Toshimo,Gadepally,1985-10-20,59001,Senior Engineer,9999-01-01
14434,Elvis,Maginnis,1989-09-21,40000,Technique Leader,9999-01-01
14439,Raimond,Woycyznski,1986-11-01,80654,Senior Engineer,9999-01-01
14460,Yagil,Lueh,1988-01-23,56267,Senior Engineer,9999-01-01
14478,Munehiro,Boissier,1992-06-28,40000,Senior Staff,9999-01-01
14481,Moti,Lammel,1987-08-25,40000,Senior Engineer,9999-01-01
14483,Supot,Marrevee,1986-01-30,40000,Senior Engineer,9999-01-01
14486,Indrajit,Birdsall,1994-08-12,40000,Senior Engineer,9999-01-01
14498,Xiong,Selenyi,1988-10-17,40000,Senior Staff,9999-01-01
14501,Taizo,Kroft,1991-11-20,63646,Technique Leader,9999-01-01
14509,Danil,Aloia,1995-12-17,40000,Senior Staff,9999-01-01
14513,Samphel,Barreiro,1985-07-28,83273,Senior Staff,9999-01-01
14515,Kazuhisa,Versino,1991-02-19,61645,Senior Engineer,9999-01-01
14516,Kristian,Underwood,1989-04-08,73262,Senior Staff,9999-01-01
14518,Patricia,Peir,1996-02-18,64238,Engineer,9999-01-01
14522,Chuanyi,Ranta,1990-01-14,40000,Senior Staff,9999-01-01
14537,Babette,Engelmann,1989-03-17,48332,Senior Engineer,9999-01-01
14552,Ibibia,Snyers,1994-06-13,40000,Senior Engineer,9999-01-01
14556,Fatemeh,Zultner,1986-12-26,40000,Engineer,9999-01-01
14560,Elrique,Driscoll,1985-05-21,62770,Senior Engineer,9999-01-01
14581,Gao,Condotta,1988-06-28,59499,Senior Engineer,9999-01-01
14582,Kiyokazu,Morrin,1999-04-08,40000,Senior Engineer,9999-01-01
14600,Jayson,Cairo,1988-10-24,41352,Senior Staff,9999-01-01
14603,Lech,Marquardt,1986-01-19,55369,Senior Engineer,9999-01-01
14607,Suzette,Selvestrel,1994-06-26,67813,Staff,9999-01-01
14620,Jianhua,Erev,1988-08-04,53303,Senior Engineer,9999-01-01
14621,Souichi,Wixon,1987-01-20,66404,Senior Staff,9999-01-01
14632,Gudjon,McClurg,1987-08-01,40000,Senior Engineer,9999-01-01
14639,Arvind,Hempstead,1987-11-08,79405,Senior Staff,9999-01-01
14640,Toshimori,Kornatzky,1992-05-20,42662,Senior Engineer,9999-01-01
14642,Florian,Kuhnemann,1987-06-05,54553,Senior Engineer,9999-01-01
14645,Laurentiu,Glinert,1987-05-01,45647,Senior Engineer,9999-01-01
14648,IEEE,Lorys,1986-11-16,89209,Senior Staff,9999-01-01
14659,Sashi,Adachi,1985-03-16,40926,Senior Engineer,9999-01-01
14675,Teunis,Angel,1988-09-25,40000,Senior Staff,9999-01-01
14677,Herbert,Sifakis,1987-02-12,40000,Senior Engineer,9999-01-01
14683,Alois,Basart,1986-12-02,41107,Senior Engineer,9999-01-01
14690,Yechezkel,Bellone,1986-02-25,40000,Senior Engineer,9999-01-01
14693,Brewster,Stranks,1986-05-05,59960,Senior Staff,9999-01-01
14710,Mahmut,Hainaut,1988-09-18,40341,Senior Staff,9999-01-01
14723,Constantino,Assaf,1993-06-01,40000,Senior Staff,9999-01-01
14724,Aron,Lemarechal,1986-09-10,66530,Senior Staff,9999-01-01
14780,Marlo,Bruckman,1986-09-19,51232,Senior Engineer,9999-01-01
14785,Zhonghua,Kaiser,1988-06-23,46936,Senior Engineer,9999-01-01
14793,Stein,Uchoa,1998-01-18,47045,Engineer,9999-01-01
14814,Odysseas,Nishimukai,1987-10-27,40000,Senior Staff,9999-01-01
14817,Gaurav,Masaki,1992-12-02,41203,Senior Engineer,9999-01-01
14821,Oguz,Kilgore,1997-05-25,42545,Engineer,9999-01-01
14839,Changho,Cronin,1990-04-24,40000,Senior Engineer,9999-01-01
14853,Taiji,Nergos,1988-03-07,58311,Senior Engineer,9999-01-01
14877,Arto,Meriste,1988-06-06,40000,Senior Engineer,9999-01-01
14879,Anyuan,Sigstam,1987-12-29,54322,Senior Engineer,9999-01-01
14888,Temple,Barriga,1986-12-09,60916,Senior Staff,9999-01-01
14899,Alejandro,Casley,1985-02-22,64365,Senior Staff,9999-01-01
14906,Adil,Parveen,1987-12-11,54758,Senior Staff,9999-01-01
14908,Kerhong,Flanders,1992-09-17,40000,Senior Engineer,9999-01-01
14909,Mohan,Kamble,1990-12-21,40000,Senior Engineer,9999-01-01
14911,Xiaobin,Chelton,1987-04-06,62738,Senior Engineer,9999-01-01
14914,Gretta,Benzaken,1999-09-25,40000,Engineer,9999-01-01
14915,Huican,Picco,1994-07-03,40733,Engineer,9999-01-01
14923,Shuzo,Gyorkos,1985-05-15,40000,Technique Leader,9999-01-01
14928,Satoru,Mukaidono,1985-05-17,53377,Senior Staff,9999-01-01
14941,Nathan,Lichtner,1988-12-22,43608,Senior Engineer,9999-01-01
14942,Heon,Benveniste,1987-11-15,40000,Senior Engineer,9999-01-01
14949,Insup,Reinhart,1987-10-08,44930,Senior Engineer,9999-01-01
14954,Fox,Magliocco,1988-08-05,43510,Senior Engineer,9999-01-01
14971,Fan,Simmen,1991-03-25,55187,Senior Staff,9999-01-01
14983,Hyuckchul,Pouyioutas,1988-12-26,86754,Senior Staff,9999-01-01
14993,Sanjay,Koblitz,1988-04-20,45407,Senior Engineer,9999-01-01
15005,Kiam,Sadowsky,1986-05-23,50368,Senior Engineer,9999-01-01
15016,Woody,Gulik,1991-10-21,40000,Senior Staff,9999-01-01
15018,Ramalingam,Prenel,1993-03-11,40668,Senior Staff,9999-01-01
15019,Qingxiang,Shokrollahi,1988-11-02,41721,Senior Engineer,9999-01-01
15029,Giordano,Koshino,1991-04-27,40000,Senior Staff,9999-01-01
15030,Rasikan,Nourani,1999-04-11,40000,Senior Staff,9999-01-01
15036,Ziva,Delgrande,1994-11-04,40000,Senior Engineer,9999-01-01
15049,Khun,Waymire,1991-01-17,40000,Senior Staff,9999-01-01
15052,Flemming,Kranzdorf,1993-01-27,40630,Senior Engineer,9999-01-01
15055,Shrikanth,Sherertz,1991-07-16,40000,Senior Staff,9999-01-01
15066,Tomokazu,Oaver,1993-06-29,43455,Senior Engineer,9999-01-01
15069,Manton,Siksek,1987-08-05,40000,Technique Leader,9999-01-01
15071,Ayonca,Couchot,1988-10-15,97484,Senior Staff,9999-01-01
15075,Radoslaw,Rijsenbrij,1986-04-24,40000,Senior Engineer,9999-01-01
15077,Toshiki,Taubenfeld,1993-06-25,40000,Senior Engineer,9999-01-01
15082,Guadalupe,Zirintsis,1986-04-01,63024,Technique Leader,9999-01-01
15087,Chirstian,Ushiama,1988-09-14,40000,Senior Engineer,9999-01-01
15089,Giri,Coney,1987-05-14,48594,Senior Engineer,9999-01-01
15092,Remmert,Bahi,1986-05-26,40000,Senior Staff,9999-01-01
15102,Luigi,Axelband,1992-11-04,40374,Senior Engineer,9999-01-01
15105,Sudhanshu,Itzigehl,1989-11-22,75800,Senior Staff,9999-01-01
15114,Pantung,Honglei,1998-03-09,40000,Engineer,9999-01-01
15134,Arun,Luiz,1992-07-23,62752,Senior Staff,9999-01-01
15145,Haldon,Servieres,1988-04-19,51443,Senior Engineer,9999-01-01
15151,Urs,Pouyioutas,1991-12-30,61253,Senior Staff,9999-01-01
15176,Charlene,Sankaranarayanan,1987-11-17,98401,Senior Staff,9999-01-01
15193,Neelam,Schach,1989-02-14,47039,Senior Engineer,9999-01-01
15196,Souichi,Duclos,1992-07-09,55824,Senior Engineer,9999-01-01
15202,Pranay,Irland,1989-07-05,40000,Engineer,9999-01-01
15208,Sudharsan,Shokrollahi,1987-04-18,44109,Senior Staff,9999-01-01
15218,Shuky,Conry,1992-08-10,44614,Senior Staff,9999-01-01
15228,Mona,Salvesen,1988-01-17,40000,Senior Staff,9999-01-01
15230,Keiichiro,Suessmith,1993-03-17,70187,Senior Engineer,9999-01-01
15234,Jouko,Zhiwei,1987-09-03,47654,Senior Engineer,9999-01-01
15237,Reinhard,Sadowsky,1987-08-17,40000,Senior Engineer,9999-01-01
15243,Mountaz,Famili,1992-09-19,41015,Senior Staff,9999-01-01
15248,Edwin,Baar,1990-03-22,64696,Senior Staff,9999-01-01
15253,Ayonca,Pardalos,1985-06-06,40396,Senior Engineer,9999-01-01
15269,Eric,Reghbati,1986-08-21,60930,Senior Engineer,9999-01-01
15271,Shiv,Bernardeschi,1986-12-05,88026,Senior Staff,9999-01-01
15292,Miyeon,Lammel,1986-07-31,87586,Senior Staff,9999-01-01
15324,Ziya,Lunn,1991-03-26,40000,Senior Engineer,9999-01-01
15329,Fan,Openshaw,1997-08-16,41839,Engineer,9999-01-01
15330,Jaroslava,Chinal,1988-05-30,53020,Senior Staff,9999-01-01
15337,Masaru,Radivojevic,1988-08-07,40000,Senior Engineer,9999-01-01
15343,Chaosheng,Luce,1985-03-12,48936,Senior Engineer,9999-01-01
15354,Chikara,Nyrup,1994-10-18,40782,Staff,9999-01-01
15365,Mikhail,Schiettecatte,1986-08-11,41309,Senior Engineer,9999-01-01
15369,Premal,Penttonen,1999-08-20,81954,Staff,9999-01-01
15370,Chuanyi,Nilsson,1993-12-21,67631,Senior Engineer,9999-01-01
15372,Nahum,Broder,1988-10-12,79245,Senior Staff,9999-01-01
15375,Shuho,Manders,1994-11-03,65920,Senior Staff,9999-01-01
15377,Shugo,Aumann,1986-12-19,50274,Senior Engineer,9999-01-01
15382,Alassane,Siegrist,1985-12-26,66083,Senior Staff,9999-01-01
15392,Pradeep,Markovitch,1994-07-04,55638,Assistant Engineer,9999-01-01
15408,Maik,Penttonen,1996-11-23,40000,Staff,9999-01-01
15410,Wilmer,Kushner,1989-09-13,58123,Senior Staff,9999-01-01
15412,Huai,Thiria,1985-08-23,62190,Senior Engineer,9999-01-01
15438,Constantijn,Munoz,1986-12-24,43326,Senior Staff,9999-01-01
15441,Arvind,Weisert,1993-02-05,40000,Senior Staff,9999-01-01
15452,Kazuhira,Weedman,1995-05-11,40000,Engineer,9999-01-01
15454,Hongzue,Cesareni,1986-02-27,57571,Senior Staff,9999-01-01
15470,Weiwu,Huhdanpaa,1996-08-08,40693,Engineer,9999-01-01
15474,Gilbert,Plumb,1994-12-04,90430,Senior Staff,9999-01-01
15479,Zhenbing,Soicher,1987-01-25,40000,Senior Engineer,9999-01-01
15480,Kwok,Trogemann,1990-04-29,47645,Senior Engineer,9999-01-01
15504,Kasturi,Alpin,1997-02-06,40000,Engineer,9999-01-01
15505,Collette,Mikschl,1986-08-30,56848,Senior Engineer,9999-01-01
15510,Inderjeet,Sethi,1987-08-29,48661,Senior Engineer,9999-01-01
15511,George,Kowalchuk,1986-04-20,76880,Senior Staff,9999-01-01
15518,Uno,Valtorta,1990-10-03,55563,Senior Engineer,9999-01-01
15525,Masadi,Cherinka,1993-04-27,40000,Senior Engineer,9999-01-01
15534,Guozhong,Grabner,1987-05-06,63090,Senior Staff,9999-01-01
15543,Mingdong,Staelin,1988-07-30,40000,Senior Engineer,9999-01-01
15548,Sanjai,Caine,1988-05-08,48171,Senior Engineer,9999-01-01
15563,Constantino,Zykh,1987-04-08,56239,Senior Staff,9999-01-01
15565,True,Muchinsky,1986-12-16,73532,Senior Staff,9999-01-01
15566,Baoqiu,Azuma,1988-04-11,61655,Senior Staff,9999-01-01
15600,Mack,Perna,1985-04-26,40000,Senior Engineer,9999-01-01
15601,Carrsten,Anily,1994-07-10,83263,Senior Staff,9999-01-01
15651,Huan,Iwayama,1985-11-22,50313,Senior Engineer,9999-01-01
15656,Mohammad,Schaaf,1987-05-26,66141,Senior Staff,9999-01-01
15682,Hiroyasu,Przulj,1988-06-20,40000,Senior Engineer,9999-01-01
15687,Dekang,Ambroszkiewicz,1990-02-13,62333,Senior Staff,9999-01-01
15703,Chenye,Hanratty,1994-12-06,40000,Engineer,9999-01-01
15708,Reuven,Kushnir,1990-01-22,85063,Senior Staff,9999-01-01
15714,Troy,Bala,1995-03-09,40000,Engineer,9999-01-01
15715,Insup,Ibel,1999-09-21,40000,Staff,9999-01-01
15726,Zhilian,Parascandalo,1996-08-28,70522,Senior Staff,9999-01-01
15739,Poorav,Bahr,1999-03-02,54605,Engineer,9999-01-01
15740,Stepehn,Pocchiola,1995-06-04,57994,Senior Staff,9999-01-01
15750,Arumugam,Bresenham,1993-11-13,40000,Senior Engineer,9999-01-01
15765,Tonny,Taubenfeld,1989-02-15,40000,Senior Engineer,9999-01-01
15767,Baocai,Broomell,1985-06-08,40000,Senior Engineer,9999-01-01
15769,Pranay,Oskamp,1999-06-20,61575,Staff,9999-01-01
15788,Taegyun,Deyuan,1990-03-13,53521,Senior Engineer,9999-01-01
15799,Manton,Gelosh,1988-05-07,64458,Senior Staff,9999-01-01
15809,Mingsen,Antonisse,1988-06-07,50619,Senior Staff,9999-01-01
15819,Magdalena,Rajcani,1993-08-16,63847,Senior Staff,9999-01-01
15821,Aleksander,Antonakopoulos,1988-06-09,40000,Engineer,9999-01-01
15846,Bowen,Litecky,1989-03-23,40000,Technique Leader,9999-01-01
15861,Gio,Anido,1988-12-19,50890,Senior Staff,9999-01-01
15866,Angel,Seiwald,1986-10-03,40000,Senior Engineer,9999-01-01
15869,Guoxiang,Bala,1994-01-21,40000,Senior Engineer,9999-01-01
15876,Munehiro,Vakili,1985-08-02,51140,Senior Engineer,9999-01-01
15877,Yannik,Kroll,1999-08-10,40000,Engineer,9999-01-01
15880,Miquel,Dechter,1996-12-02,40000,Technique Leader,9999-01-01
15889,Sasan,Azumi,1986-02-03,63393,Senior Engineer,9999-01-01
15892,Lunjin,Pettis,1986-09-20,60367,Senior Engineer,9999-01-01
15901,Marsja,Fargier,1987-09-23,40000,Senior Engineer,9999-01-01
15902,Kazuhide,Stille,1988-03-23,40000,Senior Staff,9999-01-01
15905,DeForest,Petersohn,1988-02-12,47421,Senior Engineer,9999-01-01
15911,Shaibal,Viele,1991-01-13,45602,Senior Engineer,9999-01-01
15934,Kensyu,Shinomoto,1995-08-20,50454,Assistant Engineer,9999-01-01
15938,Garnik,Covnot,1988-10-16,69499,Senior Staff,9999-01-01
15942,Murthy,Rosca,1986-09-09,50486,Senior Engineer,9999-01-01
15943,Yakkov,Demke,1997-02-05,40000,Senior Engineer,9999-01-01
15945,Hauke,Larfeldt,1993-11-16,57717,Senior Engineer,9999-01-01
15948,Karoline,Versino,1986-01-14,40000,Senior Engineer,9999-01-01
15955,Yuguang,Dratva,1986-03-31,45283,Senior Engineer,9999-01-01
15971,Arumugam,Aloia,1988-05-03,42963,Senior Engineer,9999-01-01
15977,King,Ballarin,1994-11-03,44282,Senior Staff,9999-01-01
15978,Kaijung,Wielonsky,1997-02-25,40000,Engineer,9999-01-01
15993,Yoshimitsu,Peir,1988-11-19,45611,Senior Engineer,9999-01-01
16000,Marek,Demos,1996-05-05,40000,Senior Engineer,9999-01-01
16018,Boutros,Papadias,1987-10-06,52560,Senior Engineer,9999-01-01
16019,Chaoyi,Heystek,1985-08-01,40000,Senior Engineer,9999-01-01
16025,Doowon,Luce,1988-03-05,84433,Senior Engineer,9999-01-01
16028,JiYoung,Takkinen,1988-08-12,53714,Senior Engineer,9999-01-01
16033,Wayne,Spelt,1986-09-09,40000,Senior Staff,9999-01-01
16052,Maria,Rodham,1991-01-27,40000,Senior Engineer,9999-01-01
16066,Marsha,Penn,1985-09-16,74757,Senior Staff,9999-01-01
16068,Leandro,Zongker,1987-12-18,53031,Senior Staff,9999-01-01
16076,Marko,Ebeling,1997-08-06,47061,Engineer,9999-01-01
16077,Kannan,Heemskerk,1987-07-02,49020,Senior Engineer,9999-01-01
16086,Mohammad,Denos,1987-04-27,42903,Senior Engineer,9999-01-01
16094,Berto,Rosar,1993-07-18,40000,Senior Engineer,9999-01-01
16099,Mohan,Ferretti,1990-10-23,40000,Senior Staff,9999-01-01
16126,Tse,Crabtree,1997-10-10,68863,Staff,9999-01-01
16130,Kerryn,Belinskaya,1993-07-26,40000,Engineer,9999-01-01
16134,Annemarie,Chaudhuri,1990-03-12,40000,Senior Engineer,9999-01-01
16138,Leucio,Krzyzanowski,1988-05-05,67593,Senior Staff,9999-01-01
16154,Monique,Docker,1994-03-12,40000,Technique Leader,9999-01-01
16185,Marin,Winter,1987-04-28,44003,Technique Leader,9999-01-01
16192,Leandro,Sigstam,1992-05-05,40000,Senior Engineer,9999-01-01
16201,Krassimir,Olano,1987-08-13,53081,Technique Leader,9999-01-01
16227,Hitomi,Vural,1985-09-25,58619,Senior Engineer,9999-01-01
16229,Ronnie,Lanzelotte,1996-09-17,40000,Senior Staff,9999-01-01
16230,Ung,Babu,1996-02-19,40000,Senior Staff,9999-01-01
16233,Sushant,Baba,1987-03-24,54684,Senior Staff,9999-01-01
16234,Jacopo,Basart,1986-05-14,40000,Senior Staff,9999-01-01
16246,Makato,Masaki,1996-10-10,40000,Engineer,9999-01-01
16252,Carrsten,Mattern,1988-07-10,64982,Senior Engineer,9999-01-01
16266,Mikhail,Sethi,1985-10-25,57642,Senior Staff,9999-01-01
16272,Shuho,Zeleznik,1986-04-16,40000,Senior Engineer,9999-01-01
16274,Sadun,Navazio,1986-05-19,65521,Senior Staff,9999-01-01
16324,Billie,Bazzichi,1998-05-04,40000,Staff,9999-01-01
16337,Hironoby,Schaad,1986-11-07,40000,Senior Engineer,9999-01-01
16341,Boutros,Fendler,1999-12-08,40000,Senior Staff,9999-01-01
16355,Nikolaos,Luca,1986-07-01,80403,Senior Staff,9999-01-01
16364,Yifei,Gini,1988-09-19,73503,Senior Staff,9999-01-01
16365,Janalee,Mellouli,1985-04-27,40000,Senior Staff,9999-01-01
16377,Duri,Stanger,1993-11-30,62147,Engineer,9999-01-01
16380,Zhilian,Chleq,1986-06-01,42820,Senior Staff,9999-01-01
16382,Chaoyi,Talmon,1987-05-05,66986,Senior Engineer,9999-01-01
16383,Lidong,Czap,1986-09-24,55977,Senior Engineer,9999-01-01
16388,Subhankar,Georgatos,1996-01-30,40000,Senior Staff,9999-01-01
16397,Shimshon,Cusworth,1985-05-24,66757,Senior Staff,9999-01-01
16398,Limsoon,Krzyzanowski,1993-07-31,71254,Senior Staff,9999-01-01
16399,Apostol,Collette,1992-04-16,59384,Senior Staff,9999-01-01
16404,Rafols,Rabehasaina,1987-07-19,45689,Senior Engineer,9999-01-01
16412,Moss,Tokunaga,1989-03-10,66524,Technique Leader,9999-01-01
16425,Idoia,Beerel,1989-12-15,53045,Senior Engineer,9999-01-01
16438,Abdulla,Demeyer,1991-04-09,52449,Senior Engineer,9999-01-01
16446,Jouko,Chinin,1987-07-06,94600,Senior Staff,9999-01-01
16447,Zhiguo,Savasere,1992-04-18,40000,Senior Engineer,9999-01-01
16448,Tsvetan,Zwicker,1992-04-25,76979,Senior Engineer,9999-01-01
16453,Goncalo,Basart,1986-12-16,47433,Senior Staff,9999-01-01
16471,Bogdan,Birta,1999-08-03,44976,Staff,9999-01-01
16479,Jixiang,Eiter,1986-04-14,62446,Senior Staff,9999-01-01
16486,Sanjay,Perin,1986-03-18,57496,Senior Staff,9999-01-01
16487,Arunas,Yemenis,1992-10-18,73302,Senior Staff,9999-01-01
16490,Muzhong,Thiria,1987-04-06,85462,Senior Staff,9999-01-01
16491,Emdad,Radwan,1995-10-04,40000,Senior Staff,9999-01-01
